"","ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
"2126",2126,"South Central","Female","White","Left HS","Widowed","Catholic","Pretty happy",NA,"Strong Rep","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
"2127",2127,"South Central","Female","Black","Left HS","Never Married","Catholic","Pretty happy",NA,"Ind","Slightly conservative","Not legal","Oppose",NA,NA,"About right","About right","Too little","Too little",NA,"Yes"
"2128",2128,"South Central","Female","White","HS","Married","Catholic","Very happy","12500-14999","Not Str Dem","Moderate","Not legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
"2129",2129,"South Central","Male","White","Bachelors","Married","Catholic",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
"2130",2130,"South Central","Female","Other","HS","Married","Catholic","Pretty happy",NA,"Ind, Near Rep","Conservative","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2131",2131,"South Central","Male","Black","HS","Married","Catholic",NA,"10000-124999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2132",2132,"South Central","Male","White","Left HS","Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Bush",NA
"2133",2133,"South Central","Female","White","HS","Married","Catholic","Pretty happy","40000-49999","Not Str Dem","Conservative",NA,"Oppose","Yes","Favor","Too little","Too little","About right","Too little","Bush","Yes"
"2134",2134,"South Central","Female","White","HS","Married","Catholic","Pretty happy",NA,"Ind","Conservative","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2135",2135,"South Central","Male","Black","Left HS","Married","Catholic",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2136",2136,"South Central","Male","White","HS","Married","Catholic","Very happy","under 1000","Strong Dem","Extremely liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"2137",2137,"South Central","Female","White","HS","Married","Protestant","Pretty happy",NA,"Strong Rep","Moderate","Not legal","Favor",NA,NA,"About right","Too little","About right","About right","Bush","Yes"
"2138",2138,"North Central","Female","White","HS","Married","Protestant","Not too happy","30000-34999","Ind","Moderate","Not legal","Favor",NA,NA,"About right","Too little","Too much","About right","Gore","Yes"
"2139",2139,"North Central","Male","White","HS","Married","Protestant","Very happy","50000-59999","Ind, Near Dem","Moderate","Legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"2140",2140,"North Central","Male","White","Graduate","Married","Protestant",NA,"40000-49999","Strong Rep",NA,NA,NA,NA,NA,"About right","About right","About right","About right","Bush",NA
"2141",2141,"North Central","Female","White","HS","Married","Catholic",NA,"1000-2999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2142",2142,"North Central","Female","White","HS","Married","Inter-nondenominational","Very happy",NA,"Not Str Rep","Slightly liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2143",2143,"North Central","Female","White","HS","Never Married","Christian","Pretty happy","35000-39999","Not Str Dem","Moderate","Not legal","Favor","Yes","Favor","About right","About right","About right","About right",NA,"Yes"
"2144",2144,"North Central","Female","White","HS","Married","Protestant",NA,"10000-124999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2145",2145,"North Central","Male","White","Bachelors","Married","None",NA,"40000-49999","Other party",NA,NA,NA,NA,NA,"About right","About right","Too little","Too little","Other",NA
"2146",2146,"North Central","Male","White","Jr Col","Married","Catholic","Pretty happy","30000-34999","Not Str Dem","Slightly liberal",NA,"Favor","No","Favor","About right","Too little","About right","About right",NA,"Yes"
"2147",2147,"North Central","Male","White","HS","Married","Protestant",NA,"50000-59999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148",2148,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2149",2149,"North Central","Female","White","HS","Divorced","Protestant",NA,"25000-29999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too much","Gore",NA
"2150",2150,"North Central","Male","White","HS","Married","Protestant","Pretty happy","40000-49999","Not Str Rep","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","No"
"2151",2151,"North Central","Female","White","HS","Widowed","Protestant","Very happy","40000-49999","Not Str Rep","Conservative","Not legal","Favor",NA,NA,"Too little","Too much","About right","About right","Bush","Yes"
"2152",2152,"North Central","Male","White","HS","Married","Protestant","Pretty happy","50000-59999","Not Str Rep","Conservative","Legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
"2153",2153,"North Central","Female","White","HS","Married","Catholic",NA,"under 1000","Other party",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much",NA,NA
"2154",2154,"North Central","Male","White","Jr Col","Married","Catholic",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2155",2155,"North Central","Female","White","HS","Married","Protestant","Pretty happy","3000-3999","Not Str Rep","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too much","About right","Too little","Bush","Yes"
"2156",2156,"North Central","Male","White","Left HS","Married","Protestant","Very happy","35000-39999","Ind","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"No"
"2157",2157,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2158",2158,"North Central","Female","White","HS","Divorced","Catholic","Pretty happy","20000-22499","Not Str Rep","Moderate",NA,"Favor","No","Favor","Too little","Too little","Too little","Too little",NA,"Yes"
"2159",2159,"North Central","Female","White","HS","Divorced","None","Not too happy","22500-24999","Not Str Dem","Slightly liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
"2160",2160,"North Central","Male","White","HS","Never Married","Protestant","Pretty happy",NA,"Ind, Near Rep","Moderate","Legal","Oppose","No","Oppose","About right","About right","Too little","About right",NA,"Yes"
"2161",2161,"North Central","Male","White","Left HS","Never Married","None",NA,"under 1000","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",2162,"North Central","Female","White","HS","Widowed","Catholic","Very happy",NA,"Strong Rep","Extremely conservative","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"2163",2163,"North Central","Male","White","Left HS","Married","Protestant","Pretty happy",NA,"Strong Dem","Moderate","Not legal","Favor","Yes","Favor","About right","About right","About right","About right","Gore","Yes"
"2164",2164,"North Central","Male","White","HS","Married","None",NA,"35000-39999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165",2165,"North Central","Female","White","HS","Married","Catholic",NA,"under 1000","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
"2166",2166,"North Central","Female","White","HS","Married","Protestant","Very happy","10000-124999","Not Str Dem","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
"2167",2167,"North Central","Female","White","HS","Married","Catholic","Pretty happy","12500-14999","Strong Dem","Slightly liberal","Legal","Oppose",NA,NA,"About right","Too little","Too little","Too little","Gore","Yes"
"2168",2168,"North Central","Female","White","Jr Col","Divorced","Protestant","Pretty happy","8000-9999","Ind","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"No"
"2169",2169,"North Central","Female","White","HS","Widowed","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Gore",NA
"2170",2170,"North Central","Male","White","HS","Never Married","Protestant",NA,"10000-124999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171",2171,"North Central","Male","White","HS","Married","Protestant","Pretty happy","50000-59999","Not Str Dem","Liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore",NA
"2172",2172,"North Central","Female","White","HS","Married","None","Very happy","130000-149999","Ind","Moderate","Legal","Favor",NA,NA,"About right","Too little","Too little","Too little",NA,"Yes"
"2173",2173,"North Central","Male","White","HS","Married","Protestant","Very happy",NA,"Not Str Dem","Liberal","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore",NA
"2174",2174,"North Central","Female","White","Jr Col","Never Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"2175",2175,"North Central","Male","White","Left HS","Married","Protestant",NA,"25000-29999","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore",NA
"2176",2176,"North Central","Male","White","Bachelors","Divorced","Catholic","Pretty happy",NA,"Ind","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"2177",2177,"North Central","Female","White","HS","Married","Protestant",NA,"10000-124999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
"2178",2178,"South Central","Female","White","Jr Col","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
"2179",2179,"South Central","Male","White","HS","Married","Protestant","Very happy","17500-19999","Not Str Rep","Moderate","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
"2180",2180,"South Central","Female","White","Left HS","Divorced","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Bush",NA
"2181",2181,"South Central","Male","White","HS","Divorced","Catholic",NA,"30000-34999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
"2182",2182,"South Central","Male","White","Left HS","Widowed","Protestant","Pretty happy",NA,"Not Str Dem","Liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","No"
"2183",2183,"South Central","Male","White","HS","Married","Protestant","Very happy","110000-129999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
"2184",2184,"South Central","Male","White","HS","Married","Protestant",NA,"75000-89999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
"2185",2185,"South Central","Female","White","HS","Divorced","Protestant",NA,"1000-2999","Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2186",2186,"South Central","Female","Black","HS","Never Married","Protestant","Pretty happy","17500-19999","Ind","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2187",2187,"South Central","Female","White","HS","Married","Protestant",NA,"130000-149999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2188",2188,"South Central","Female","White","Left HS","Married","Protestant","Very happy","17500-19999","Ind","Extremely liberal",NA,NA,"Yes","Favor",NA,NA,NA,NA,NA,"Yes"
"2189",2189,"South Central","Female","Black","Left HS","Widowed","Protestant","Pretty happy",NA,"Strong Dem","Extremely conservative","Legal","Oppose",NA,NA,"About right","About right","Too little","About right","Gore","Yes"
"2190",2190,"South Central","Female","White","HS","Married","Protestant","Pretty happy","4000-4999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
"2191",2191,"South Central","Male","White","HS","Never Married","Protestant",NA,"4000-4999","Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
"2192",2192,"South Central","Female","Black","HS","Widowed","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2193",2193,"South Central","Female","White","HS","Divorced","Protestant",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Bush",NA
"2194",2194,"North Central","Male","Other","HS","Married","Other","Very happy","25000-29999","Ind, Near Dem","Moderate","Legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2195",2195,"North Central","Male","White","HS","Married","Protestant",NA,"40000-49999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
"2196",2196,"North Central","Male","White","Left HS","Never Married","Jewish",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
"2197",2197,"North Central","Female","White","Bachelors","Married","Catholic",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198",2198,"North Central","Female","White","Bachelors","Married","Protestant",NA,"20000-22499","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199",2199,"North Central","Male","White","Left HS","Widowed","Catholic","Pretty happy",NA,"Ind","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2200",2200,"North Central","Female","White","Jr Col","Married","Protestant","Pretty happy","25000-29999","Strong Rep","Conservative","Not legal","Favor","Yes","Favor","About right","Too little","About right","About right","Bush","Yes"
"2201",2201,"North Central","Female","White","HS","Married","Protestant",NA,"4000-4999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too much",NA,NA
"2202",2202,"North Central","Female","White","HS","Never Married","Protestant","Pretty happy","under 1000","Ind","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
"2203",2203,"North Central","Female","White","Left HS","Never Married","None","Very happy","8000-9999","Ind","Extremely liberal","Legal","Favor",NA,NA,"Too much","Too little","Too little","Too little",NA,"Yes"
"2204",2204,"North Central","Male","White","HS","Separated","None","Pretty happy","3000-3999","Ind, Near Dem","Liberal","Legal","Favor","No","Oppose",NA,NA,NA,NA,"Bush","Yes"
"2205",2205,"North Central","Female","White","Bachelors","Married","Protestant",NA,"25000-29999","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
"2206",2206,"North Central","Female","White","Left HS","Married","Protestant",NA,"17500-19999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2207",2207,"North Central","Female","White","Bachelors","Never Married","Protestant",NA,"25000-29999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too much","Bush",NA
"2208",2208,"Mountain","Female","White","HS","Never Married","Protestant",NA,"12500-14999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",2209,"Mountain","Female","White","Bachelors","Married","Protestant","Pretty happy","22500-24999","Not Str Rep","Slightly conservative",NA,"Favor","Yes","Oppose","About right","Too little","Too much","Too little","Bush","Yes"
"2210",2210,"Mountain","Female","White","Left HS","Never Married","Catholic",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211",2211,"Mountain","Female","White","HS","Never Married","Protestant",NA,"3000-3999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2212",2212,"Mountain","Male","White","HS","Married","Protestant","Very happy","25000-29999","Ind","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2213",2213,"Mountain","Female","White","HS","Divorced","Protestant","Pretty happy","15000-17499","Ind, Near Rep","Moderate","Not legal","Oppose","No","Favor","Too little","Too little","Too little","Too much","Bush","Yes"
"2214",2214,"Mountain","Female","White","Left HS","Widowed","Catholic",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",2215,"Mountain","Female","White","Bachelors","Divorced","Protestant",NA,"35000-39999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2216",2216,"Mountain","Female","White","HS","Married","Protestant",NA,"10000-124999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little","Bush",NA
"2217",2217,"Mountain","Male","White","HS","Married","Catholic","Pretty happy","22500-24999","Ind, Near Rep","Moderate",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,NA,"No"
"2218",2218,"Mountain","Female","White","Jr Col","Never Married","Protestant","Pretty happy",NA,"Ind, Near Dem","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too little","Too little","Too little",NA,NA
"2219",2219,"Mountain","Male","White","Left HS","Married","Catholic","Very happy","30000-34999","Not Str Rep","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","No"
"2220",2220,"Mountain","Male","White","HS","Married","Catholic",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2221",2221,"Mountain","Male","White","HS","Married","Protestant",NA,"20000-22499","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","About right","Too much","About right","Bush",NA
"2222",2222,"Mountain","Female","White","Left HS","Married","Catholic","Not too happy",NA,"Ind","Conservative","Not legal","Favor",NA,NA,"Too much","Too little","Too little","About right",NA,"Yes"
"2223",2223,"Mountain","Male","White","HS","Never Married","None",NA,"15000-17499","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too much","Too little",NA,NA
"2224",2224,"Mountain","Female","White","Left HS","Married","Protestant",NA,"130000-149999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2225",2225,"Mountain","Male","White","HS","Never Married","Other","Pretty happy","12500-14999","Ind, Near Dem","Moderate",NA,"Favor","No","Favor","Too little","About right","Too little","About right",NA,"Yes"
"2226",2226,"Mountain","Male","White","Bachelors","Married","Protestant","Pretty happy","17500-19999","Strong Rep","Conservative","Legal","Favor","Yes","Oppose","About right","Too much","Too much","About right","Bush","Yes"
"2227",2227,"Mountain","Male","White","Bachelors","Married","Protestant",NA,"25000-29999","Other party",NA,NA,NA,NA,NA,"Too little","Too much","About right","Too much","Bush",NA
"2228",2228,"Mountain","Male","White","Left HS","Married","Protestant","Pretty happy","22500-24999","Ind","Liberal",NA,"Favor","Yes","Favor","Too much","Too little","Too little","Too much",NA,NA
"2229",2229,"Mid-Atl","Male","White","HS","Married","Catholic","Pretty happy","22500-24999","Ind","Moderate","Not legal","Favor","No","Favor","Too little","Too much","Too little","Too little",NA,"No"
"2230",2230,"Mid-Atl","Male","White","HS","Never Married","Catholic","Very happy","15000-17499","Not Str Dem","Slightly liberal",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"2231",2231,"Mid-Atl","Female","White","HS","Separated","Catholic","Pretty happy",NA,"Ind","Liberal","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,NA,"No"
"2232",2232,"Mid-Atl","Male","White","HS","Separated","Catholic",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,"About right","About right","About right","Too little",NA,NA
"2233",2233,"Mid-Atl","Female","White","HS","Married","Catholic","Very happy",NA,"Ind","Moderate",NA,"Favor","Yes","Favor","About right","Too little","Too little","Too little","Gore","Yes"
"2234",2234,"Mid-Atl","Male","White","Graduate","Married","Catholic","Pretty happy",NA,"Ind, Near Rep","Conservative",NA,"Favor","Yes","Favor","Too little","About right","About right","Too little","Bush","Yes"
"2235",2235,"Mid-Atl","Male","White","Left HS","Separated","Catholic","Pretty happy",NA,"Ind, Near Dem","Extremely liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,NA
"2236",2236,"Mid-Atl","Female","White","HS","Never Married","Catholic","Not too happy","1000-2999","Ind","Liberal","Not legal","Oppose","No","Favor","About right","About right","Too little","Too little",NA,"Yes"
"2237",2237,"Mid-Atl","Male","White","Left HS","Never Married","None",NA,"5000-5999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238",2238,"Mid-Atl","Female","White","HS","Separated","Catholic",NA,"8000-9999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239",2239,"Mid-Atl","Female","White","HS","Separated","None","Pretty happy",NA,"Ind","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"No"
"2240",2240,"Mid-Atl","Female","White","HS","Widowed","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","About right","Bush",NA
"2241",2241,"Mid-Atl","Male","White","HS","Married","Catholic","Very happy","22500-24999","Not Str Dem","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"No"
"2242",2242,"Mid-Atl","Female","White","HS","Married","None","Pretty happy","15000-17499","Ind","Slightly liberal","Legal","Favor",NA,NA,"Too much","Too little","Too little","Too little","Gore","No"
"2243",2243,"Mid-Atl","Male","White","HS","Divorced","Catholic","Not too happy","50000-59999","Ind","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","No"
"2244",2244,"Mid-Atl","Male","White","Jr Col","Never Married","Catholic",NA,"20000-22499","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","About right","About right","Too much","Bush",NA
"2245",2245,"South Atlantic","Female","White","HS","Married","Protestant","Very happy",NA,"Not Str Rep","Slightly conservative",NA,"Favor","No","Favor","About right","Too little","Too little","About right",NA,"No"
"2246",2246,"South Atlantic","Female","White","HS","Married","Protestant","Pretty happy",NA,"Not Str Dem","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"2247",2247,"South Atlantic","Female","Black","Left HS","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248",2248,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"12500-14999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2249",2249,"South Atlantic","Male","Black","Left HS","Never Married","Protestant","Very happy","12500-14999","Ind","Slightly conservative","Legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2250",2250,"South Atlantic","Male","Black","Left HS","Divorced","Protestant",NA,"17500-19999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",2251,"South Atlantic","Female","Black","Left HS","Separated","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252",2252,"South Atlantic","Female","Black","HS","Never Married","Protestant",NA,"17500-19999","Ind",NA,NA,NA,NA,NA,"Too much","Too little","About right","Too little",NA,NA
"2253",2253,"South Atlantic","Female","Black","Bachelors","Widowed","Protestant","Pretty happy",NA,"Not Str Dem",NA,"Not legal",NA,NA,NA,NA,"Too little","Too little",NA,NA,NA
"2254",2254,"South Atlantic","Male","Black","HS","Divorced","Protestant","Pretty happy","30000-34999","Strong Dem","Conservative","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"2255",2255,"South Atlantic","Male","Black","HS","Never Married","None",NA,"12500-14999","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
"2256",2256,"South Atlantic","Female","Black","HS","Never Married","Protestant","Very happy","8000-9999","Strong Dem","Moderate",NA,"Oppose","No","Oppose",NA,NA,NA,NA,"Gore","Yes"
"2257",2257,"South Atlantic","Female","Black","HS","Married","Protestant","Very happy","17500-19999","Ind, Near Dem","Slightly conservative","Not legal","Favor",NA,NA,"Too little","Too little","Too little","Too little",NA,"No"
"2258",2258,"South Atlantic","Male","Black","HS","Divorced","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
"2259",2259,"South Atlantic","Female","Black","HS","Never Married","Protestant",NA,"22500-24999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2260",2260,"South Atlantic","Female","Black","Left HS","Never Married","Protestant","Not too happy","15000-17499","Ind, Near Dem","Slightly conservative",NA,"Oppose","No","Favor","Too much","About right","Too little","About right","Bush","Yes"
"2261",2261,"South Atlantic","Female","Black","Left HS","Divorced","Protestant","Pretty happy","12500-14999","Ind","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2262",2262,"South Atlantic","Male","Black","Jr Col","Married","Protestant","Very happy","40000-49999","Not Str Dem","Moderate","Not legal","Favor","No","Favor","About right","Too little","Too little","About right",NA,"Yes"
"2263",2263,"South Atlantic","Male","Black","HS","Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right",NA,NA
"2264",2264,"South Atlantic","Male","White","Bachelors","Married","Protestant","Pretty happy","75000-89999","Not Str Rep","Conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"2265",2265,"South Atlantic","Male","White","Bachelors","Divorced","Protestant",NA,"90000-109999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2266",2266,"South Atlantic","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"About right","About right",NA,"About right","Bush",NA
"2267",2267,"South Atlantic","Male","White","Bachelors","Never Married","Protestant","Pretty happy",NA,"Strong Rep","Conservative","Not legal","Favor",NA,NA,"About right","Too little","Too little","Too little","Bush","Yes"
"2268",2268,"South Atlantic","Male","White","HS","Married","Protestant","Very happy","60000-74999","Not Str Dem","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
"2269",2269,"South Atlantic","Male","White","HS","Married","Catholic",NA,"110000-129999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"2270",2270,"South Atlantic","Female","White","HS","Married","Catholic",NA,"30000-34999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2271",2271,"South Atlantic","Female","White","HS","Married","Inter-nondenominational","Very happy","10000-124999","Strong Rep","Slightly conservative","Not legal","Oppose",NA,NA,"Too little","Too little","Too little","Too little","Bush","Yes"
"2272",2272,"South Atlantic","Male","White","Bachelors","Married","Other","Pretty happy","60000-74999","Ind, Near Dem","Liberal","Legal","Favor","Yes","Oppose",NA,NA,NA,NA,NA,"Yes"
"2273",2273,"South Atlantic","Male","White","HS","Married","Protestant",NA,"35000-39999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
"2274",2274,"South Atlantic","Male","White","HS","Married","Protestant",NA,"110000-129999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Bush",NA
"2275",2275,"South Atlantic","Male","White","HS","Married","Protestant",NA,"75000-89999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276",2276,"South Atlantic","Male","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little",NA,NA
"2277",2277,"South Atlantic","Male","White","HS","Never Married","Protestant","Not too happy","22500-24999","Ind, Near Rep","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"2278",2278,"South Atlantic","Male","White","HS","Married","None","Pretty happy","5000-5999","Strong Dem","Liberal","Not legal","Favor","No","Favor","Too little","Too little","Too little","Too little","Gore","Yes"
"2279",2279,"South Atlantic","Female","White","Left HS","Divorced","None",NA,"20000-22499","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280",2280,"South Atlantic","Male","White","Left HS","Never Married","None",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too much","Too little","About right",NA,NA
"2281",2281,"South Atlantic","Female","Black","Left HS","Never Married","Protestant","Not too happy","17500-19999","Ind, Near Dem","Moderate","Legal","Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"2282",2282,"South Atlantic","Female","White","HS","Divorced","None",NA,"10000-124999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Nader",NA
